"","name","ID","infected_vs_control_p.val","infected_vs_control_p.adj","significant","infected_vs_control_significant","infected_vs_control_ratio","control_centered","infected_centered"
"640","tr|G1SSC9|G1SSC9_RABIT","tr|G1SSC9|G1SSC9_RABIT",0.839580819182188,0.937,FALSE,FALSE,0.0927,-0.0463,0.0463
"641","tr|G1SSJ7|G1SSJ7_RABIT","tr|G1SSJ7|G1SSJ7_RABIT",0.00664465381106319,0.503,FALSE,FALSE,3.32,-1.66,1.66
"642","tr|G1SSK8|G1SSK8_RABIT","tr|G1SSK8|G1SSK8_RABIT",0.135869320188536,0.871,FALSE,FALSE,-0.974,0.487,-0.487
"643","tr|G1SSL0|G1SSL0_RABIT","tr|G1SSL0|G1SSL0_RABIT",0.541940860689793,0.924,FALSE,FALSE,-0.204,0.102,-0.102
"644","tr|G1SSL9|G1SSL9_RABIT","tr|G1SSL9|G1SSL9_RABIT",0.835675829975385,0.936,FALSE,FALSE,-0.0626,0.0313,-0.0313
"645","tr|G1SSR3|G1SSR3_RABIT","tr|G1SSR3|G1SSR3_RABIT",0.0926670373247858,0.849,FALSE,FALSE,0.527,-0.264,0.264
"646","tr|G1SSR8|G1SSR8_RABIT","tr|G1SSR8|G1SSR8_RABIT",0.168663677625862,0.881,FALSE,FALSE,0.377,-0.188,0.188
"647","tr|G1SSX2|G1SSX2_RABIT","tr|G1SSX2|G1SSX2_RABIT",0.048533178838371,0.801,FALSE,FALSE,0.866,-0.433,0.433
"648","tr|G1SSX5|G1SSX5_RABIT","tr|G1SSX5|G1SSX5_RABIT",0.000398588245880383,0.0522,FALSE,FALSE,2.6,-1.3,1.3
"649","tr|G1SSY8|G1SSY8_RABIT","tr|G1SSY8|G1SSY8_RABIT",0.00976650181514612,0.583,FALSE,FALSE,-1.52,0.76,-0.76
"650","tr|G1SSZ8|G1SSZ8_RABIT","tr|G1SSZ8|G1SSZ8_RABIT",0.98959988257455,0.941,FALSE,FALSE,-0.00902,0.00451,-0.00451
"651","tr|G1ST15|G1ST15_RABIT","tr|G1ST15|G1ST15_RABIT",0.0638001190103851,0.823,FALSE,FALSE,-1.16,0.581,-0.581
"652","tr|G1ST24|G1ST24_RABIT","tr|G1ST24|G1ST24_RABIT",0.0047644119179532,0.428,FALSE,FALSE,4.57,-2.29,2.29
"653","tr|G1ST34|G1ST34_RABIT","tr|G1ST34|G1ST34_RABIT",0.0842350897636663,0.843,FALSE,FALSE,-0.709,0.354,-0.354
"654","tr|G1ST90|G1ST90_RABIT","tr|G1ST90|G1ST90_RABIT",0.231711934418393,0.895,FALSE,FALSE,0.456,-0.228,0.228
"655","tr|G1ST96|G1ST96_RABIT","tr|G1ST96|G1ST96_RABIT",0.705767904685138,0.932,FALSE,FALSE,0.128,-0.0642,0.0642
"656","tr|G1STB6|G1STB6_RABIT","tr|G1STB6|G1STB6_RABIT",0.021311410824807,0.71,FALSE,FALSE,-3.67,1.83,-1.83
"657","tr|G1STG2|G1STG2_RABIT","tr|G1STG2|G1STG2_RABIT",0.0274697610429746,0.743,FALSE,FALSE,0.824,-0.412,0.412
"658","tr|G1STH0|G1STH0_RABIT","tr|G1STH0|G1STH0_RABIT",0.385445637678267,0.914,FALSE,FALSE,0.306,-0.153,0.153
"659","tr|G1STJ2|G1STJ2_RABIT","tr|G1STJ2|G1STJ2_RABIT",0.316272189782486,0.907,FALSE,FALSE,-1.22,0.608,-0.608
"660","tr|G1STJ4|G1STJ4_RABIT","tr|G1STJ4|G1STJ4_RABIT",0.0305017491486669,0.755,FALSE,FALSE,-1.4,0.701,-0.701
"661","tr|G1STM6|G1STM6_RABIT","tr|G1STM6|G1STM6_RABIT",0.770850252997301,0.934,FALSE,FALSE,0.105,-0.0527,0.0527
"662","tr|G1STP0|G1STP0_RABIT","tr|G1STP0|G1STP0_RABIT",0.103764690940525,0.856,FALSE,FALSE,0.516,-0.258,0.258
"663","tr|G1STS0|G1STS0_RABIT","tr|G1STS0|G1STS0_RABIT",0.250148286148846,0.898,FALSE,FALSE,-1.07,0.536,-0.536
"664","tr|G1STT3|G1STT3_RABIT","tr|G1STT3|G1STT3_RABIT",0.0666068544830115,0.826,FALSE,FALSE,-2,0.999,-0.999
"665","tr|G1STT8|G1STT8_RABIT","tr|G1STT8|G1STT8_RABIT",0.0486359991418437,0.801,FALSE,FALSE,-0.684,0.342,-0.342
"666","tr|G1STW0|G1STW0_RABIT","tr|G1STW0|G1STW0_RABIT",0.0149128725004904,0.658,FALSE,FALSE,1.12,-0.559,0.559
"667","tr|G1STY0|G1STY0_RABIT","tr|G1STY0|G1STY0_RABIT",0.247341603507734,0.898,FALSE,FALSE,0.405,-0.203,0.203
"668","tr|G1SU01|G1SU01_RABIT","tr|G1SU01|G1SU01_RABIT",0.344943727075608,0.91,FALSE,FALSE,-0.37,0.185,-0.185
"669","tr|G1SU45|G1SU45_RABIT","tr|G1SU45|G1SU45_RABIT",0.0397909181173855,0.783,FALSE,FALSE,-3.63,1.82,-1.82
"670","tr|G1SU71|G1SU71_RABIT","tr|G1SU71|G1SU71_RABIT",0.0129799875548775,0.634,FALSE,FALSE,1.12,-0.56,0.56
"671","tr|G1SU82|G1SU82_RABIT","tr|G1SU82|G1SU82_RABIT",0.135556391019791,0.871,FALSE,FALSE,-1.8,0.898,-0.898
"672","tr|G1SU89|G1SU89_RABIT","tr|G1SU89|G1SU89_RABIT",0.252671380862275,0.898,FALSE,FALSE,0.333,-0.167,0.167
"673","tr|G1SUC8|G1SUC8_RABIT","tr|G1SUC8|G1SUC8_RABIT",0.0197031109260667,0.7,FALSE,FALSE,2.66,-1.33,1.33
"674","tr|G1SUI9|G1SUI9_RABIT","tr|G1SUI9|G1SUI9_RABIT",0.0033931014747511,0.348,FALSE,FALSE,-1.48,0.738,-0.738
"675","tr|G1SUP9|G1SUP9_RABIT","tr|G1SUP9|G1SUP9_RABIT",0.161375898594494,0.879,FALSE,FALSE,-0.512,0.256,-0.256
"676","tr|G1SUQ9|G1SUQ9_RABIT","tr|G1SUQ9|G1SUQ9_RABIT",0.0162540837737032,0.671,FALSE,FALSE,-0.935,0.467,-0.467
"677","tr|G1SUR4|G1SUR4_RABIT","tr|G1SUR4|G1SUR4_RABIT",0.0407920838831699,0.785,FALSE,FALSE,-0.884,0.442,-0.442
"678","tr|G1SUT9|G1SUT9_RABIT","tr|G1SUT9|G1SUT9_RABIT",0.0182466381879834,0.689,FALSE,FALSE,0.887,-0.444,0.444
"679","tr|G1SUU7|G1SUU7_RABIT","tr|G1SUU7|G1SUU7_RABIT",0.233304321614482,0.895,FALSE,FALSE,0.41,-0.205,0.205
"680","tr|G1SUY5|G1SUY5_RABIT","tr|G1SUY5|G1SUY5_RABIT",0.00125381250947404,0.175,FALSE,FALSE,-1.38,0.692,-0.692
"681","tr|G1SUY8|G1SUY8_RABIT","tr|G1SUY8|G1SUY8_RABIT",0.835239142629747,0.936,FALSE,FALSE,0.0997,-0.0499,0.0499
"682","tr|G1SV03|G1SV03_RABIT","tr|G1SV03|G1SV03_RABIT",0.181399379938972,0.885,FALSE,FALSE,-0.527,0.264,-0.264
"683","tr|G1SV13|G1SV13_RABIT","tr|G1SV13|G1SV13_RABIT",0.999079546914867,0.941,FALSE,FALSE,-0.000333,0.000167,-0.000167
"684","tr|G1SV32|G1SV32_RABIT","tr|G1SV32|G1SV32_RABIT",0.516526090975333,0.923,FALSE,FALSE,0.304,-0.152,0.152
"685","tr|G1SV41|G1SV41_RABIT","tr|G1SV41|G1SV41_RABIT",0.0249787433257545,0.731,FALSE,FALSE,2.05,-1.03,1.03
"686","tr|G1SVA3|G1SVA3_RABIT","tr|G1SVA3|G1SVA3_RABIT",0.00763273728854773,0.533,FALSE,FALSE,1.98,-0.988,0.988
"687","tr|G1SVB3|G1SVB3_RABIT","tr|G1SVB3|G1SVB3_RABIT",0.0277514876090962,0.744,FALSE,FALSE,-3.79,1.89,-1.89
"688","tr|G1SVD5|G1SVD5_RABIT","tr|G1SVD5|G1SVD5_RABIT",0.744859765761747,0.933,FALSE,FALSE,0.195,-0.0977,0.0977
"689","tr|G1SVH0|G1SVH0_RABIT","tr|G1SVH0|G1SVH0_RABIT",0.00460216432518481,0.42,FALSE,FALSE,1.16,-0.582,0.582
"690","tr|G1SVL7|G1SVL7_RABIT","tr|G1SVL7|G1SVL7_RABIT",0.558581490270994,0.925,FALSE,FALSE,-0.325,0.162,-0.162
"691","tr|G1SVP7|G1SVP7_RABIT","tr|G1SVP7|G1SVP7_RABIT",0.906871796920606,0.939,FALSE,FALSE,0.0477,-0.0238,0.0238
"692","tr|G1SVW5|G1SVW5_RABIT","tr|G1SVW5|G1SVW5_RABIT",0.101350360342337,0.854,FALSE,FALSE,0.514,-0.257,0.257
"693","tr|G1SW00|G1SW00_RABIT","tr|G1SW00|G1SW00_RABIT",0.0144508140094847,0.652,FALSE,FALSE,1.99,-0.994,0.994
"694","tr|G1SW24|G1SW24_RABIT","tr|G1SW24|G1SW24_RABIT",0.0123925742672191,0.626,FALSE,FALSE,1.19,-0.594,0.594
"695","tr|G1SW32|G1SW32_RABIT","tr|G1SW32|G1SW32_RABIT",0.0966601259744221,0.852,FALSE,FALSE,-1.4,0.7,-0.7
"696","tr|G1SW67|G1SW67_RABIT","tr|G1SW67|G1SW67_RABIT",0.178883869459127,0.884,FALSE,FALSE,-0.488,0.244,-0.244
"697","tr|G1SWC0|G1SWC0_RABIT","tr|G1SWC0|G1SWC0_RABIT",0.28570919657245,0.903,FALSE,FALSE,0.331,-0.166,0.166
"698","tr|G1SWD1|G1SWD1_RABIT","tr|G1SWD1|G1SWD1_RABIT",0.0226024049572782,0.718,FALSE,FALSE,-0.867,0.433,-0.433
"699","tr|G1SWF3|G1SWF3_RABIT","tr|G1SWF3|G1SWF3_RABIT",0.00484026981537196,0.432,FALSE,FALSE,-1.39,0.697,-0.697
"700","tr|G1SWH6|G1SWH6_RABIT","tr|G1SWH6|G1SWH6_RABIT",0.762598320510244,0.934,FALSE,FALSE,-0.148,0.0741,-0.0741
"701","tr|G1SWI7|G1SWI7_RABIT","tr|G1SWI7|G1SWI7_RABIT",0.0587396546263083,0.817,FALSE,FALSE,0.618,-0.309,0.309
"702","tr|G1SWP5|G1SWP5_RABIT","tr|G1SWP5|G1SWP5_RABIT",0.754345797719005,0.934,FALSE,FALSE,0.149,-0.0743,0.0743
"703","tr|G1SWV6|G1SWV6_RABIT","tr|G1SWV6|G1SWV6_RABIT",0.176644853260946,0.883,FALSE,FALSE,0.412,-0.206,0.206
"704","tr|G1SWY2|G1SWY2_RABIT","tr|G1SWY2|G1SWY2_RABIT",0.48882321702846,0.921,FALSE,FALSE,0.385,-0.192,0.192
"705","tr|G1SX92|G1SX92_RABIT","tr|G1SX92|G1SX92_RABIT",0.834983770099753,0.936,FALSE,FALSE,-0.0793,0.0396,-0.0396
"706","tr|G1SXA5|G1SXA5_RABIT","tr|G1SXA5|G1SXA5_RABIT",0.860355004766756,0.937,FALSE,FALSE,0.0541,-0.027,0.027
"707","tr|G1SXG8|G1SXG8_RABIT","tr|G1SXG8|G1SXG8_RABIT",0.045659596137504,0.795,FALSE,FALSE,-0.772,0.386,-0.386
"708","tr|G1SXN4|G1SXN4_RABIT","tr|G1SXN4|G1SXN4_RABIT",0.655522881435834,0.93,FALSE,FALSE,0.115,-0.0573,0.0573
"709","tr|G1SXQ1|G1SXQ1_RABIT","tr|G1SXQ1|G1SXQ1_RABIT",0.35159163882493,0.91,FALSE,FALSE,0.885,-0.443,0.443
"710","tr|G1SXR1|G1SXR1_RABIT","tr|G1SXR1|G1SXR1_RABIT",0.00165479161568391,0.217,FALSE,FALSE,-5.55,2.78,-2.78
"711","tr|G1SXZ6|G1SXZ6_RABIT","tr|G1SXZ6|G1SXZ6_RABIT",0.758175272895184,0.934,FALSE,FALSE,0.158,-0.0792,0.0792
"712","tr|G1SY30|G1SY30_RABIT","tr|G1SY30|G1SY30_RABIT",0.812854089436826,0.936,FALSE,FALSE,0.189,-0.0944,0.0944
"713","tr|G1SY52|G1SY52_RABIT","tr|G1SY52|G1SY52_RABIT",0.840158910981818,0.937,FALSE,FALSE,-0.0711,0.0355,-0.0355
"714","tr|G1SY53|G1SY53_RABIT","tr|G1SY53|G1SY53_RABIT",0.140339650718282,0.872,FALSE,FALSE,3.01,-1.5,1.5
"715","tr|G1SY68|G1SY68_RABIT","tr|G1SY68|G1SY68_RABIT",0.735566908228136,0.933,FALSE,FALSE,-0.0944,0.0472,-0.0472
"716","tr|G1SYA5|G1SYA5_RABIT","tr|G1SYA5|G1SYA5_RABIT",0.237426517254107,0.896,FALSE,FALSE,-0.326,0.163,-0.163
"717","tr|G1SYD9|G1SYD9_RABIT","tr|G1SYD9|G1SYD9_RABIT",0.427119123648661,0.917,FALSE,FALSE,0.221,-0.111,0.111
"718","tr|G1SYE0|G1SYE0_RABIT","tr|G1SYE0|G1SYE0_RABIT",0.426855020563004,0.917,FALSE,FALSE,0.29,-0.145,0.145
"719","tr|G1SYH2|G1SYH2_RABIT","tr|G1SYH2|G1SYH2_RABIT",0.0227825923916166,0.719,FALSE,FALSE,1.53,-0.766,0.766
"720","tr|G1SYJ4|G1SYJ4_RABIT","tr|G1SYJ4|G1SYJ4_RABIT",0.484949560986657,0.921,FALSE,FALSE,0.193,-0.0965,0.0965
"721","tr|G1SYJ6|G1SYJ6_RABIT","tr|G1SYJ6|G1SYJ6_RABIT",0.0266026982697598,0.739,FALSE,FALSE,-0.733,0.366,-0.366
"722","tr|G1SYK4|G1SYK4_RABIT","tr|G1SYK4|G1SYK4_RABIT",0.000845101564745715,0.126,FALSE,FALSE,-2.17,1.08,-1.08
"723","tr|G1SYQ5|G1SYQ5_RABIT","tr|G1SYQ5|G1SYQ5_RABIT",0.175913668876227,0.883,FALSE,FALSE,1.29,-0.647,0.647
"724","tr|G1SYS5|G1SYS5_RABIT","tr|G1SYS5|G1SYS5_RABIT",0.259244271058001,0.899,FALSE,FALSE,-0.319,0.16,-0.16
"725","tr|G1SZ03|G1SZ03_RABIT","tr|G1SZ03|G1SZ03_RABIT",0.329094829929541,0.908,FALSE,FALSE,-0.446,0.223,-0.223
"726","tr|G1SZ14|G1SZ14_RABIT","tr|G1SZ14|G1SZ14_RABIT",0.837090738063298,0.936,FALSE,FALSE,0.0654,-0.0327,0.0327
"727","tr|G1SZ16|G1SZ16_RABIT","tr|G1SZ16|G1SZ16_RABIT",0.703272233589208,0.932,FALSE,FALSE,0.109,-0.0546,0.0546
"728","tr|G1SZ23|G1SZ23_RABIT","tr|G1SZ23|G1SZ23_RABIT",0.743332535835538,0.933,FALSE,FALSE,-0.114,0.0569,-0.0569
"729","tr|G1SZE0|G1SZE0_RABIT","tr|G1SZE0|G1SZE0_RABIT",0.0067835130564946,0.508,FALSE,FALSE,2.07,-1.03,1.03
"730","tr|G1SZJ4|G1SZJ4_RABIT","tr|G1SZJ4|G1SZJ4_RABIT",0.168142969294643,0.881,FALSE,FALSE,-0.527,0.263,-0.263
"731","tr|G1SZN0|G1SZN0_RABIT","tr|G1SZN0|G1SZN0_RABIT",0.0119989250996872,0.621,FALSE,FALSE,1.16,-0.581,0.581
"732","tr|G1SZV5|G1SZV5_RABIT","tr|G1SZV5|G1SZV5_RABIT",0.020890899726139,0.708,FALSE,FALSE,-1.96,0.979,-0.979
"733","tr|G1T024|G1T024_RABIT","tr|G1T024|G1T024_RABIT",0.881326487076728,0.938,FALSE,FALSE,-0.0696,0.0348,-0.0348
"734","tr|G1T060|G1T060_RABIT","tr|G1T060|G1T060_RABIT",0.0493513760306731,0.802,FALSE,FALSE,0.613,-0.306,0.306
"735","tr|G1T0C1|G1T0C1_RABIT","tr|G1T0C1|G1T0C1_RABIT",0.218873451932734,0.893,FALSE,FALSE,0.709,-0.355,0.355
"736","tr|G1T0H6|G1T0H6_RABIT","tr|G1T0H6|G1T0H6_RABIT",0.306669735517835,0.906,FALSE,FALSE,-0.495,0.247,-0.247
"737","tr|G1T0H8|G1T0H8_RABIT","tr|G1T0H8|G1T0H8_RABIT",0.899726370739736,0.938,FALSE,FALSE,0.044,-0.022,0.022
"738","tr|G1T0J6|G1T0J6_RABIT","tr|G1T0J6|G1T0J6_RABIT",0.0241469509391255,0.727,FALSE,FALSE,-0.992,0.496,-0.496
"739","tr|G1T0M2|G1T0M2_RABIT","tr|G1T0M2|G1T0M2_RABIT",0.0620882257703525,0.821,FALSE,FALSE,-1.54,0.772,-0.772
"740","tr|G1T0T2|G1T0T2_RABIT","tr|G1T0T2|G1T0T2_RABIT",0.0694360379831009,0.83,FALSE,FALSE,-1.48,0.738,-0.738
"741","tr|G1T0U8|G1T0U8_RABIT","tr|G1T0U8|G1T0U8_RABIT",0.0254467012348569,0.733,FALSE,FALSE,-1.32,0.66,-0.66
"742","tr|G1T0V1|G1T0V1_RABIT","tr|G1T0V1|G1T0V1_RABIT",0.380563569759526,0.913,FALSE,FALSE,-0.4,0.2,-0.2
"743","tr|G1T0X2|G1T0X2_RABIT","tr|G1T0X2|G1T0X2_RABIT",0.112461307083003,0.86,FALSE,FALSE,1.61,-0.803,0.803
"744","tr|G1T120|G1T120_RABIT","tr|G1T120|G1T120_RABIT",0.47604229382007,0.92,FALSE,FALSE,-0.221,0.11,-0.11
"745","tr|G1T127|G1T127_RABIT","tr|G1T127|G1T127_RABIT",0.00177328651483148,0.227,FALSE,FALSE,-2.71,1.36,-1.36
"746","tr|G1T134|G1T134_RABIT","tr|G1T134|G1T134_RABIT",0.52673825021409,0.923,FALSE,FALSE,-0.21,0.105,-0.105
"747","tr|G1T161|G1T161_RABIT","tr|G1T161|G1T161_RABIT",0.990286210287084,0.941,FALSE,FALSE,-0.00425,0.00212,-0.00212
"748","tr|G1T197|G1T197_RABIT","tr|G1T197|G1T197_RABIT",0.851539163838035,0.937,FALSE,FALSE,0.0628,-0.0314,0.0314
"749","tr|G1T1F0|G1T1F0_RABIT","tr|G1T1F0|G1T1F0_RABIT",0.290736040788365,0.904,FALSE,FALSE,0.476,-0.238,0.238
"750","tr|G1T1G4|G1T1G4_RABIT","tr|G1T1G4|G1T1G4_RABIT",0.0565679301586605,0.814,FALSE,FALSE,1.04,-0.52,0.52
"751","tr|G1T1H2|G1T1H2_RABIT","tr|G1T1H2|G1T1H2_RABIT",0.348395712855683,0.91,FALSE,FALSE,0.303,-0.152,0.152
"752","tr|G1T1K7|G1T1K7_RABIT","tr|G1T1K7|G1T1K7_RABIT",0.422742342731599,0.917,FALSE,FALSE,0.305,-0.153,0.153
"753","tr|G1T1M5|G1T1M5_RABIT","tr|G1T1M5|G1T1M5_RABIT",0.97673454362638,0.941,FALSE,FALSE,0.00767,-0.00383,0.00383
"754","tr|G1T1U7|G1T1U7_RABIT","tr|G1T1U7|G1T1U7_RABIT",0.694230508600171,0.931,FALSE,FALSE,0.0991,-0.0496,0.0496
"755","tr|G1T1V5|G1T1V5_RABIT","tr|G1T1V5|G1T1V5_RABIT",0.014249443738783,0.65,FALSE,FALSE,1.02,-0.512,0.512
"756","tr|G1T1Z5|G1T1Z5_RABIT","tr|G1T1Z5|G1T1Z5_RABIT",0.00712705570848235,0.519,FALSE,FALSE,-1.58,0.79,-0.79
"757","tr|G1T295|G1T295_RABIT","tr|G1T295|G1T295_RABIT",0.994135302825704,0.941,FALSE,FALSE,-0.00303,0.00151,-0.00151
"758","tr|G1T2B1|G1T2B1_RABIT","tr|G1T2B1|G1T2B1_RABIT",0.0292228633480568,0.75,FALSE,FALSE,1.54,-0.771,0.771
"759","tr|G1T2F2|G1T2F2_RABIT","tr|G1T2F2|G1T2F2_RABIT",0.0257134340372735,0.735,FALSE,FALSE,-1.02,0.51,-0.51
"760","tr|G1T2G5|G1T2G5_RABIT","tr|G1T2G5|G1T2G5_RABIT",0.124222982660786,0.866,FALSE,FALSE,-0.905,0.452,-0.452
"761","tr|G1T2J0|G1T2J0_RABIT","tr|G1T2J0|G1T2J0_RABIT",0.973596650237203,0.941,FALSE,FALSE,0.017,-0.00851,0.00851
"762","tr|G1T2K5|G1T2K5_RABIT","tr|G1T2K5|G1T2K5_RABIT",0.0891604941697492,0.847,FALSE,FALSE,0.528,-0.264,0.264
"763","tr|G1T2L1|G1T2L1_RABIT","tr|G1T2L1|G1T2L1_RABIT",0.0146957304810426,0.655,FALSE,FALSE,0.962,-0.481,0.481
"764","tr|G1T2S7|G1T2S7_RABIT","tr|G1T2S7|G1T2S7_RABIT",0.00328620663353174,0.341,FALSE,FALSE,-1.17,0.585,-0.585
"765","tr|G1T2T5|G1T2T5_RABIT","tr|G1T2T5|G1T2T5_RABIT",0.087566274723938,0.845,FALSE,FALSE,0.759,-0.38,0.38
"766","tr|G1T2U6|G1T2U6_RABIT","tr|G1T2U6|G1T2U6_RABIT",0.0317929544144329,0.759,FALSE,FALSE,-0.693,0.346,-0.346
"767","tr|G1T2W1|G1T2W1_RABIT","tr|G1T2W1|G1T2W1_RABIT",0.0186819619292583,0.692,FALSE,FALSE,1.15,-0.574,0.574
"768","tr|G1T301|G1T301_RABIT","tr|G1T301|G1T301_RABIT",0.141585875017115,0.873,FALSE,FALSE,0.805,-0.402,0.402
"769","tr|G1T332|G1T332_RABIT","tr|G1T332|G1T332_RABIT",0.310942474261153,0.906,FALSE,FALSE,0.384,-0.192,0.192
"770","tr|G1T336|G1T336_RABIT","tr|G1T336|G1T336_RABIT",0.133113078995575,0.87,FALSE,FALSE,0.71,-0.355,0.355
"771","tr|G1T347|G1T347_RABIT","tr|G1T347|G1T347_RABIT",0.311989891102524,0.906,FALSE,FALSE,0.718,-0.359,0.359
"772","tr|G1T359|G1T359_RABIT","tr|G1T359|G1T359_RABIT",0.192510930395853,0.887,FALSE,FALSE,-0.575,0.288,-0.288
"773","tr|G1T361|G1T361_RABIT","tr|G1T361|G1T361_RABIT",0.0703658187654683,0.83,FALSE,FALSE,-0.701,0.351,-0.351
"774","tr|G1T364|G1T364_RABIT","tr|G1T364|G1T364_RABIT",0.0398709356104762,0.783,FALSE,FALSE,-0.66,0.33,-0.33
"775","tr|G1T386|G1T386_RABIT","tr|G1T386|G1T386_RABIT",0.426275255029104,0.917,FALSE,FALSE,0.433,-0.216,0.216
"776","tr|G1T3D7|G1T3D7_RABIT","tr|G1T3D7|G1T3D7_RABIT",0.15953993837413,0.879,FALSE,FALSE,0.432,-0.216,0.216
"777","tr|G1T3E6|G1T3E6_RABIT","tr|G1T3E6|G1T3E6_RABIT",0.00227859624099607,0.263,FALSE,FALSE,1.55,-0.775,0.775
"778","tr|G1T3I0|G1T3I0_RABIT","tr|G1T3I0|G1T3I0_RABIT",0.0670094436373451,0.827,FALSE,FALSE,-1.01,0.507,-0.507
"779","tr|G1T3I9|G1T3I9_RABIT","tr|G1T3I9|G1T3I9_RABIT",0.0174084238728617,0.682,FALSE,FALSE,1.42,-0.711,0.711
"780","tr|G1T3R2|G1T3R2_RABIT","tr|G1T3R2|G1T3R2_RABIT",0.474175646559902,0.92,FALSE,FALSE,0.438,-0.219,0.219
"781","tr|G1T3R4|G1T3R4_RABIT","tr|G1T3R4|G1T3R4_RABIT",0.783476406072542,0.935,FALSE,FALSE,-0.109,0.0544,-0.0544
"782","tr|G1T3S1|G1T3S1_RABIT","tr|G1T3S1|G1T3S1_RABIT",0.000543471855003961,0.0793,FALSE,FALSE,3.01,-1.51,1.51
"783","tr|G1T3S4|G1T3S4_RABIT","tr|G1T3S4|G1T3S4_RABIT",0.42923817352142,0.917,FALSE,FALSE,0.504,-0.252,0.252
"784","tr|G1T3V0|G1T3V0_RABIT","tr|G1T3V0|G1T3V0_RABIT",0.204737610552497,0.89,FALSE,FALSE,0.538,-0.269,0.269
"785","tr|G1T3W8|G1T3W8_RABIT","tr|G1T3W8|G1T3W8_RABIT",0.220497416434316,0.893,FALSE,FALSE,2.11,-1.05,1.05
"786","tr|G1T3Y8|G1T3Y8_RABIT","tr|G1T3Y8|G1T3Y8_RABIT",0.0422978657506705,0.788,FALSE,FALSE,-0.624,0.312,-0.312
"787","tr|G1T432|G1T432_RABIT","tr|G1T432|G1T432_RABIT",0.318387051897729,0.907,FALSE,FALSE,0.376,-0.188,0.188
"788","tr|G1T435|G1T435_RABIT","tr|G1T435|G1T435_RABIT",0.494642324099456,0.921,FALSE,FALSE,0.194,-0.097,0.097
"789","tr|G1T4H3|G1T4H3_RABIT","tr|G1T4H3|G1T4H3_RABIT",0.194896119072922,0.888,FALSE,FALSE,-0.396,0.198,-0.198
"790","tr|G1T4K6|G1T4K6_RABIT","tr|G1T4K6|G1T4K6_RABIT",0.712147780464377,0.932,FALSE,FALSE,0.116,-0.0581,0.0581
"791","tr|G1T4N4|G1T4N4_RABIT","tr|G1T4N4|G1T4N4_RABIT",0.00497290018952962,0.438,FALSE,FALSE,2.89,-1.44,1.44
"792","tr|G1T4Q9|G1T4Q9_RABIT","tr|G1T4Q9|G1T4Q9_RABIT",0.00950529307426175,0.577,FALSE,FALSE,1.28,-0.641,0.641
"793","tr|G1T4T3|G1T4T3_RABIT","tr|G1T4T3|G1T4T3_RABIT",0.592095441293395,0.927,FALSE,FALSE,-0.177,0.0887,-0.0887
"794","tr|G1T4T5|G1T4T5_RABIT","tr|G1T4T5|G1T4T5_RABIT",0.897927025834162,0.938,FALSE,FALSE,0.0513,-0.0256,0.0256
"795","tr|G1T4V7|G1T4V7_RABIT","tr|G1T4V7|G1T4V7_RABIT",0.60457654500776,0.927,FALSE,FALSE,-0.433,0.217,-0.217
"796","tr|G1T4Z2|G1T4Z2_RABIT","tr|G1T4Z2|G1T4Z2_RABIT",0.00181473582938679,0.23,FALSE,FALSE,1.37,-0.686,0.686
"797","tr|G1T508|G1T508_RABIT","tr|G1T508|G1T508_RABIT",0.00162546247824305,0.214,FALSE,FALSE,2.15,-1.07,1.07
"798","tr|G1T519|G1T519_RABIT","tr|G1T519|G1T519_RABIT",0.211801633103462,0.891,FALSE,FALSE,0.671,-0.335,0.335
"799","tr|G1T524|G1T524_RABIT","tr|G1T524|G1T524_RABIT",0.0757156656223082,0.836,FALSE,FALSE,2.44,-1.22,1.22
"800","tr|G1T536|G1T536_RABIT","tr|G1T536|G1T536_RABIT",0.00318628710225222,0.334,FALSE,FALSE,3.01,-1.5,1.5
"801","tr|G1T543|G1T543_RABIT","tr|G1T543|G1T543_RABIT",0.229201109066787,0.895,FALSE,FALSE,0.404,-0.202,0.202
"802","tr|G1T545|G1T545_RABIT","tr|G1T545|G1T545_RABIT",0.000513855941910509,0.074,FALSE,FALSE,-3.65,1.82,-1.82
"803","tr|G1T5B7|G1T5B7_RABIT","tr|G1T5B7|G1T5B7_RABIT",0.0138807374700186,0.646,FALSE,FALSE,2.66,-1.33,1.33
"804","tr|G1T5E6|G1T5E6_RABIT","tr|G1T5E6|G1T5E6_RABIT",0.351892258082529,0.911,FALSE,FALSE,0.388,-0.194,0.194
"805","tr|G1T5N5|G1T5N5_RABIT","tr|G1T5N5|G1T5N5_RABIT",0.0835711449672753,0.842,FALSE,FALSE,0.51,-0.255,0.255
"806","tr|G1T5X6|G1T5X6_RABIT","tr|G1T5X6|G1T5X6_RABIT",0.162573441841213,0.88,FALSE,FALSE,0.492,-0.246,0.246
"807","tr|G1T601|G1T601_RABIT","tr|G1T601|G1T601_RABIT",0.00130409222723651,0.181,FALSE,FALSE,2,-0.999,0.999
"808","tr|G1T616|G1T616_RABIT","tr|G1T616|G1T616_RABIT",0.759423327575943,0.934,FALSE,FALSE,0.116,-0.0579,0.0579
"809","tr|G1T623|G1T623_RABIT","tr|G1T623|G1T623_RABIT",0.0151803451940879,0.66,FALSE,FALSE,-1.41,0.703,-0.703
